#,Name (Original),Name,Team,PF,Conference,Division,Abbreviation,Name (Team),Year,Position,Team G Played,Qualified,G,GS,W,L,SV,CG,IP,AB,H,H/9,R,ER,BB,BB/9,K,K/9,K/BB,ERA,WHIP,FIP,E-F,ERA+,ERA-,WP,HBP,BK,SF,SH,1B,2B,3B,HR,TB,AVG,OBP,SLG,OPS
99,"PJ
                                                                        Rogan",PJ Rogan,Normal CornBelters,0.884,Eastern,Central,NOR,PJ Rogan (NOR),Fr,LHP,54,No,7,0,0,0,0,0,10,34,11,9.9,10,7,8,7.2,6,5.4,0.75,6.3,1.9,7.45,-1.15,81,122,3,6,0,2,2,8,3,0,0,14,0.324,0.5,0.412,0.912
39,"Brock
                                                                        Blanton",Brock Blanton,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Brock Blanton (CHI),Jr,RHP,56,No,8,0,0,1,0,0,9.67,44,15,13.96,8,6,6,5.58,14,13.03,2.33,5.59,2.17,3.73,1.86,143,60,2,1,0,1,0,12,0,3,0,21,0.341,0.423,0.477,0.9
99,"Hudson
                                                                        Cornett",Hudson Cornett,Dubois County Bombers,0.908,Eastern,Central,DUB,Hudson Cornett (DUB),Jr,RHP,54,No,7,1,0,1,0,0,9.67,47,18,16.75,18,12,7,6.51,9,8.38,1.29,11.17,2.59,5.69,5.48,47,212,2,3,0,1,0,16,1,1,0,21,0.383,0.483,0.447,0.93
40,"Tavien
                                                                        Tigg",Tavien Tigg,Dubois County Bombers,0.908,Eastern,Central,DUB,Tavien Tigg (DUB),Jr,LHP,54,No,9,0,0,3,1,0,9.67,43,13,12.1,15,13,15,13.96,5,4.66,0.33,12.1,2.9,8.38,3.72,43,230,0,1,0,1,0,7,6,0,0,19,0.302,0.483,0.442,0.925
37,"Harry
                                                                        Cain IV",Harry Cain IV,Full Count Rhythm,1.031,Eastern,Central,FCR,Harry Cain IV (FCR),So,RHP,55,No,6,1,1,1,0,0,9.67,39,11,10.24,6,6,6,5.58,18,16.76,3,5.59,1.76,4.24,1.35,106,94,3,1,0,0,0,10,0,0,1,14,0.282,0.391,0.359,0.75
20,"James
                                                                        Duckworth",James Duckworth,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,James Duckworth (JNT),Fr,RHP,56,No,5,0,1,0,0,0,9.67,37,8,7.45,6,5,3,2.79,4,3.72,1.33,4.66,1.14,7.55,-2.89,108,91,0,1,0,0,0,4,2,0,2,16,0.216,0.293,0.432,0.725
5,"Grady
                                                                        Gorgen",Grady Gorgen,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Grady Gorgen (LAF),Jr,LHP,56,No,6,1,0,1,0,0,9.67,45,17,15.82,26,23,18,16.75,6,5.59,0.33,21.41,3.62,10.66,10.75,29,346,4,6,1,0,0,14,3,0,0,20,0.378,0.594,0.444,1.039
36,"Will
                                                                        Davidsmeier",Will Davidsmeier,Normal CornBelters,0.884,Eastern,Central,NOR,Will Davidsmeier (NOR),So,RHP,54,No,4,3,0,1,0,0,9.67,37,9,8.38,8,7,5,4.65,9,8.38,1.8,6.52,1.45,5.07,1.45,78,127,4,3,1,2,0,6,2,1,0,13,0.243,0.362,0.351,0.713
32,"Noah
                                                                        Cryns",Noah Cryns,O'Fallon Hoots,1.04,Western,South,OFL,Noah Cryns (OFL),Fr,RHP,56,No,9,0,1,0,0,0,9.67,38,11,10.24,12,6,14,13.03,4,3.72,0.29,5.59,2.59,8.59,-3,107,93,1,2,4,2,0,7,4,0,0,15,0.289,0.482,0.395,0.877
37,"David
                                                                        Hedley",David Hedley,Alton River Dragons,1.06,Western,South,ALT,David Hedley (ALT),Fr,RHP,53,No,8,0,0,0,0,0,9.33,40,12,11.58,11,9,12,11.58,2,1.93,0.17,8.68,2.57,7.88,0.8,70,142,3,0,0,0,0,10,2,0,0,14,0.3,0.462,0.35,0.812
99,"Kyle
                                                                        Looper",Kyle Looper,Burlington Bees,1.081,Western,Northwest,BRL,Kyle Looper (BRL),Sr,LHP,56,No,6,0,0,1,0,0,9.33,44,13,12.54,18,14,10,9.65,8,7.71,0.8,13.5,2.46,6.59,6.91,46,216,1,2,0,0,0,8,5,0,0,18,0.295,0.446,0.409,0.856
99,"Jonathan
                                                                        Phipps",Jonathan Phipps,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Jonathan Phipps (LAF),So,RHP,56,No,4,2,0,1,0,0,9.33,42,15,14.47,16,16,8,7.72,10,9.64,1.25,15.43,2.46,8.52,6.91,40,250,2,7,0,0,1,13,1,0,1,19,0.357,0.526,0.452,0.979
10,"Owen
                                                                        Schneider",Owen Schneider,O'Fallon Hoots,1.04,Western,South,OFL,Owen Schneider (OFL),So,LHP,56,No,6,0,1,0,0,0,9.33,35,10,9.65,6,5,8,7.72,15,14.46,1.88,4.82,1.93,3.81,1.01,124,80,0,0,0,2,0,7,3,0,0,13,0.286,0.4,0.371,0.771
7,"Carson
                                                                        Hunter",Carson Hunter,Thrillville Thrillbillies,0.966,Western,South,THR,Carson Hunter (THR),Fr,RHP,54,No,4,3,0,0,0,0,9.33,35,7,6.75,6,5,10,9.65,11,10.61,1.1,4.82,1.82,7.24,-2.42,115,87,3,6,1,1,0,7,0,0,0,7,0.2,0.442,0.2,0.642
99,"Chris
                                                                        Zajac",Chris Zajac,Thrillville Thrillbillies,0.966,Western,South,THR,Chris Zajac (THR),Fr,LHP,54,No,5,2,0,1,0,0,9.33,37,12,11.58,21,21,13,12.54,9,8.68,0.69,20.25,2.68,8.63,11.62,27,364,3,6,1,2,0,9,2,1,0,16,0.324,0.534,0.432,0.967
99,"Ty
                                                                        Allen",Ty Allen,Cape Catfish,1.049,Western,South,CGR,Ty Allen (CGR),Fr,OF,55,No,5,1,0,0,0,0,9,33,8,8,5,5,6,6,12,12,2,5,1.56,6.67,-1.67,121,83,2,0,0,0,0,4,2,0,2,16,0.242,0.359,0.485,0.844
15,"Landon
                                                                        Meyer",Landon Meyer,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Landon Meyer (JNT),So,C,56,No,5,2,0,1,0,0,9,40,13,13,9,9,5,5,2,2,0.4,9,2,7.12,1.88,56,176,1,0,0,0,0,9,2,1,1,20,0.325,0.4,0.5,0.9
24,"Trent
                                                                        Lawrence",Trent Lawrence,Jackson Rockabillys,0.871,Western,South,JAX,Trent Lawrence (JAX),So,IF,55,No,8,0,0,0,0,0,9,36,10,10,8,7,10,10,13,13,1.3,7,2.22,6.34,0.66,72,137,2,0,0,0,0,7,2,0,1,15,0.278,0.435,0.417,0.851
16,"Matt
                                                                        Ritter",Matt Ritter,Champion City Kings,0.956,Eastern,Northeast,CCY,Matt Ritter (CCY),Fr,RHP,56,No,5,0,0,1,0,0,8.33,29,5,5.4,4,3,6,6.48,4,4.32,0.67,3.24,1.32,6.73,-3.49,170,59,0,3,0,1,0,4,1,0,0,6,0.172,0.359,0.207,0.566
16,"Morgan
                                                                        Davis",Morgan Davis,Full Count Rhythm,1.031,Eastern,Central,FCR,Morgan Davis (FCR),Fr,RHP,55,No,9,1,0,1,0,0,8.33,40,8,8.64,9,5,12,12.97,10,10.8,0.83,5.4,2.4,8.29,-2.89,110,91,0,1,0,0,0,7,0,0,1,11,0.2,0.396,0.275,0.671
16,"Morgan
                                                                        Davis",Morgan Davis,Full Count Rhythm,1.031,Eastern,Central,FCR,Morgan Davis (FCR),Fr,RHP,55,No,9,1,0,1,0,0,8.33,34,8,8.64,9,5,12,12.97,10,10.8,0.83,5.4,2.4,8.29,-2.89,110,91,1,1,0,0,0,6,1,0,1,12,0.233,0.447,0.353,0.8
99,"Owen
                                                                        Wilfong",Owen Wilfong,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Owen Wilfong (JNT),So,RHP,56,No,9,1,0,3,0,0,8.33,35,13,14.05,17,15,11,11.88,6,6.48,0.55,16.2,2.88,9.61,6.59,31,318,3,3,0,1,1,11,0,1,1,18,0.371,0.54,0.514,1.054
51,"Cade
                                                                        Turner",Cade Turner,Clinton LumberKings,0.987,Western,Northwest,CLN,Cade Turner (CLN),Jr,RHP,54,No,10,0,1,0,1,0,8.33,31,8,8.64,7,6,15,16.21,13,14.04,0.87,6.48,2.76,8.17,-1.69,88,114,10,4,0,0,0,7,1,0,0,9,0.258,0.54,0.29,0.83
99,"Daniel
                                                                        Mosarah",Daniel Mosarah,Clinton LumberKings,0.987,Western,Northwest,CLN,Daniel Mosarah (CLN),Jr,RHP,54,No,5,0,1,0,0,0,8.33,35,9,9.72,8,7,4,4.32,8,8.64,2,7.56,1.56,6.61,0.95,75,133,1,3,0,0,0,6,1,1,1,15,0.257,0.381,0.429,0.81
20,"Brooks
                                                                        Sailors",Brooks Sailors,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Brooks Sailors (LAF),Jr,C,56,No,9,0,1,0,0,0,8.33,34,12,12.97,12,10,5,5.4,7,7.56,1.4,10.8,2.04,7.21,3.59,57,175,2,3,0,0,0,8,2,1,1,19,0.353,0.476,0.559,1.035
39,"Derek
                                                                        Huber",Derek Huber,Thrillville Thrillbillies,0.966,Western,South,THR,Derek Huber (THR),Fr,RHP,54,No,3,0,1,0,1,0,8.33,27,2,2.16,1,1,2,2.16,6,6.48,3,1.08,0.48,4.09,-3.01,515,19,0,1,0,0,0,2,0,0,0,2,0.074,0.167,0.074,0.241
99,"Jacob
                                                                        Newman",Jacob Newman,Full Count Rhythm,1.031,Eastern,Central,FCR,Jacob Newman (FCR),Jr,RHP,55,No,5,1,0,3,0,0,8,35,11,12.38,15,14,6,6.75,9,10.13,1.5,15.75,2.13,6.33,9.42,38,265,4,5,0,0,0,9,2,0,0,13,0.314,0.478,0.371,0.85
99,"Daniel
                                                                        Alworth",Daniel Alworth,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Daniel Alworth (IVY),Fr,RHP,56,No,3,2,1,0,0,0,8,30,8,9,6,6,1,1.13,5,5.63,5,6.75,1.13,5.2,1.55,93,107,1,0,0,1,0,4,3,0,1,14,0.267,0.281,0.467,0.748
96,"Taylor
                                                                        Vinson",Taylor Vinson,Jackson Rockabillys,0.871,Western,South,JAX,Taylor Vinson (JAX),Fr,RHP,55,No,8,0,1,0,0,0,8,41,17,19.13,22,18,12,13.5,11,12.38,0.92,20.25,3.63,12.2,8.05,25,397,5,3,0,2,0,7,5,2,3,35,0.415,0.552,0.854,1.405
44,"Will
                                                                        Moore",Will Moore,O'Fallon Hoots,1.04,Western,South,OFL,Will Moore (OFL),Fr,RHP,56,No,9,0,0,0,0,0,8,40,16,18,26,17,13,14.63,3,3.38,0.23,19.13,3.63,13.2,5.93,31,319,10,8,1,1,0,12,2,1,1,23,0.4,0.597,0.575,1.172
5,"Kannon
                                                                        Kirk",Kannon Kirk,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Kannon Kirk (SPR),Fr,IF,55,No,5,1,0,0,0,0,8,30,10,11.25,7,6,4,4.5,3,3.38,0.75,6.75,1.75,8.83,-2.08,79,126,0,1,0,3,0,5,2,1,2,20,0.333,0.395,0.667,1.061
99,"Eli
                                                                        Maynor",Eli Maynor,Thrillville Thrillbillies,0.966,Western,South,THR,Eli Maynor (THR),Fr,RHP,54,No,5,0,0,1,0,0,8,38,14,15.75,11,7,3,3.38,5,5.63,1.67,7.88,2.13,4.33,3.55,71,142,2,0,0,0,1,12,2,0,0,16,0.368,0.415,0.421,0.836
86,"Noah
                                                                        Jordan",Noah Jordan,Chillicothe Paints,1.386,Eastern,Northeast,CHI,Noah Jordan (CHI),Redshirt Fr,RHP,56,No,6,1,0,3,0,0,7.67,39,14,16.43,18,9,6,7.04,7,8.22,1.17,10.57,2.61,6.15,4.42,75,113,3,3,0,1,0,12,2,0,0,16,0.359,0.469,0.41,0.88
51,"Drew
                                                                        Wilcox",Drew Wilcox,Burlington Bees,1.081,Western,Northwest,BRL,Drew Wilcox (BRL),Fr,RHP,56,No,2,2,0,2,0,0,7.67,39,16,18.77,16,9,4,4.69,3,3.52,0.75,10.57,2.61,8.88,1.69,59,169,5,5,0,0,1,12,3,0,1,22,0.41,0.521,0.564,1.085
10,"Rocky
                                                                        King",Rocky King,Danville Dans,0.869,Eastern,Central,DAN,Rocky King (DAN),Sr,LHP,56,No,4,0,0,0,0,0,7.67,33,8,9.39,7,3,4,4.69,5,5.87,1.25,3.52,1.57,8.1,-4.58,142,69,0,0,0,0,0,5,1,0,2,15,0.242,0.324,0.455,0.779
21,"Jackson
                                                                        Bruno",Jackson Bruno,Clinton LumberKings,0.987,Western,Northwest,CLN,Jackson Bruno (CLN),Fr,RHP,54,No,6,0,0,0,1,0,7.67,31,8,9.39,5,5,1,1.17,5,5.87,5,5.87,1.17,4.71,1.16,97,103,1,3,0,0,0,5,3,0,0,11,0.258,0.343,0.355,0.698
10,"MacCallen
                                                                        Conklin",MacCallen Conklin,Normal CornBelters,0.884,Eastern,Central,NOR,MacCallen Conklin (NOR),Sr,RHP,54,No,5,0,1,0,1,0,7.67,31,8,9.39,3,3,2,2.35,8,9.39,4,3.52,1.3,3.15,0.37,144,68,2,0,0,0,0,5,3,0,0,11,0.258,0.303,0.355,0.658
99,"Lucas
                                                                        Johns",Lucas Johns,Alton River Dragons,1.06,Western,South,ALT,Lucas Johns (ALT),Fr,RHP,53,No,2,2,0,0,0,0,7.33,27,6,7.37,4,2,9,11.05,4,4.91,0.44,2.45,2.05,7.45,-5,249,40,1,1,0,1,0,1,4,1,0,12,0.222,0.421,0.444,0.865
50,"Luke
                                                                        Kehrli",Luke Kehrli,Burlington Bees,1.081,Western,Northwest,BRL,Luke Kehrli (BRL),So,RHP,56,No,4,0,0,0,0,0,7.33,34,12,14.73,15,8,10,12.28,6,7.36,0.6,9.82,3,9.5,0.32,63,157,7,2,0,0,0,8,3,0,1,18,0.353,0.522,0.529,1.051
47,"Cameron
                                                                        Keshock",Cameron Keshock,Full Count Rhythm,1.031,Eastern,Central,FCR,Cameron Keshock (FCR),Sr,RHP,55,No,3,2,0,1,0,0,7.33,33,12,14.73,8,7,3,3.68,12,14.73,4,8.59,2.05,2.4,6.19,69,145,4,0,0,0,0,7,5,0,0,17,0.364,0.417,0.515,0.932
8,"Jack
                                                                        Newman",Jack Newman,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Jack Newman (JNT),Fr,IF,56,No,6,0,0,1,1,0,7.33,28,7,8.59,14,11,11,13.51,10,12.27,0.91,13.5,2.45,10.04,3.46,37,265,5,5,0,0,0,4,2,0,1,12,0.25,0.523,0.429,0.951
99,"Seth
                                                                        Stover",Seth Stover,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Seth Stover (JNT),Fr,RHP,56,No,5,0,0,0,0,0,7.33,24,5,6.14,3,3,6,7.37,6,7.36,1,3.68,1.5,5.27,-1.59,136,72,0,0,0,1,0,5,0,0,0,5,0.208,0.355,0.208,0.563
38,"Evan
                                                                        Price",Evan Price,Lafayette Aviators,1.069,Eastern,Northeast,LAF,Evan Price (LAF),Jr,LHP,56,No,5,0,0,0,1,0,7.33,29,8,9.82,3,3,1,1.23,4,4.91,4,3.68,1.23,4.59,-0.91,167,60,1,2,0,1,0,7,0,1,0,10,0.276,0.333,0.345,0.678
99,"Lane
                                                                        Funneman",Lane Funneman,Normal CornBelters,0.884,Eastern,Central,NOR,Lane Funneman (NOR),Jr,LHP,54,No,2,2,0,1,0,0,7.33,34,14,17.19,10,9,3,3.68,4,4.91,1.33,11.05,2.32,5.41,5.64,46,214,1,2,0,0,0,12,2,0,0,16,0.412,0.487,0.471,0.958
99,"Jack
                                                                        Tobin",Jack Tobin,REX Baseball,1.071,Eastern,Central,TER,Jack Tobin (TER),So,RHP,55,No,6,0,1,1,1,0,7.33,32,12,14.73,10,7,6,7.37,3,3.68,0.5,8.59,2.45,9.09,-0.5,72,139,0,3,0,1,0,9,1,1,1,18,0.375,0.5,0.563,1.063
10,"Michael
                                                                        Bright",Michael Bright,Jackson Rockabillys,0.871,Western,South,JAX,Michael Bright (JAX),Fr,RHP,55,No,3,1,1,0,0,0,7.33,27,5,6.14,2,2,2,2.46,7,8.59,3.5,2.45,0.95,5.54,-3.09,205,48,1,1,0,0,0,4,0,0,1,8,0.185,0.267,0.296,0.563
5,"AJ
                                                                        Folk",AJ Folk,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,AJ Folk (JNT),Fr,LHP,56,No,6,0,1,0,0,0,7,28,9,11.57,7,7,11,14.14,5,6.43,0.45,9,2.86,7.74,1.26,56,176,4,0,0,0,0,7,2,0,0,11,0.321,0.513,0.393,0.906
17,"Isaac
                                                                        Rosario",Isaac Rosario,REX Baseball,1.071,Eastern,Central,TER,Isaac Rosario (TER),Fr,LHP,55,No,4,0,0,0,0,0,7,27,8,10.29,9,8,6,7.71,5,6.43,0.83,10.29,2,10.16,0.13,60,166,2,2,0,1,0,5,1,0,2,15,0.296,0.444,0.556,1
23,"Justin
                                                                        Hackett",Justin Hackett,Burlington Bees,1.081,Western,Northwest,BRL,Justin Hackett (BRL),So,RHP,56,No,2,2,0,2,0,0,6.67,26,7,9.45,8,6,7,9.45,9,12.15,1.29,8.1,2.1,5.8,2.3,77,129,4,2,0,1,0,7,0,0,0,7,0.269,0.444,0.269,0.714
37,"Brock
                                                                        Depute",Brock Depute,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Brock Depute (JNT),Jr,RHP,56,No,7,0,0,0,0,0,6.67,26,7,9.45,3,1,7,9.45,6,8.1,0.86,1.35,2.1,6.7,-5.35,372,26,1,2,0,0,1,6,1,0,0,8,0.269,0.457,0.308,0.765
99,"Charlie
                                                                        Sindahl",Charlie Sindahl,Johnstown Mill Rats,0.872,Eastern,Northeast,JNT,Charlie Sindahl (JNT),Fr,RHP,56,No,6,0,0,0,1,0,6.67,23,4,5.4,4,4,11,14.84,7,9.45,0.64,5.4,2.25,7.3,-1.9,93,106,1,0,0,0,0,4,0,0,0,4,0.174,0.441,0.174,0.615
31,"Sean
                                                                        Stone",Sean Stone,REX Baseball,1.071,Eastern,Central,TER,Sean Stone (TER),Fr,RHP,55,No,7,0,1,1,0,0,6.67,28,10,13.49,18,16,18,24.29,6,8.1,0.33,21.6,4.2,12.1,9.5,29,349,0,3,0,1,0,7,3,0,0,13,0.357,0.62,0.464,1.084
28,"Finn
                                                                        O'Meara",Finn O'Meara,Illinois Valley Pistol Shrimp,1.089,Western,Northwest,IVY,Finn O'Meara (IVY),Fr,RHP,56,No,7,0,0,1,0,0,6.67,30,10,13.49,16,13,9,12.14,13,17.55,1.44,17.55,2.85,5.95,11.6,36,278,3,3,0,0,1,10,0,0,0,10,0.333,0.524,0.333,0.857
66,"Luke
                                                                        Hardy",Luke Hardy,Jackson Rockabillys,0.871,Western,South,JAX,Luke Hardy (JAX),FR,RHP,55,No,6,0,0,1,0,0,6.67,27,4,5.4,10,7,7,9.45,6,8.1,0.86,9.45,1.65,12.4,-2.95,53,185,2,6,0,0,0,2,0,0,2,10,0.148,0.425,0.37,0.795
99,"Matt
                                                                        Miscik",Matt Miscik,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Matt Miscik (SPR),So,RHP,55,No,5,0,0,0,0,0,6.67,24,6,8.1,5,5,5,6.75,9,12.15,1.8,6.75,1.65,5.35,1.4,79,126,3,3,0,2,0,4,2,0,0,8,0.25,0.412,0.333,0.745
19,"Levin
                                                                        East",Levin East,Thrillville Thrillbillies,0.966,Western,South,THR,Levin East (THR),Fr,RHP,54,No,5,0,1,1,0,0,6.67,27,8,10.79,4,4,4,5.4,5,6.75,1.25,5.4,1.8,5.2,0.2,103,97,0,1,0,0,0,6,2,0,0,10,0.296,0.406,0.37,0.777
44,"Carter
                                                                        Hunt",Carter Hunt,Alton River Dragons,1.06,Western,South,ALT,Carter Hunt (ALT),Sr,RHP,53,No,6,0,0,0,1,0,6.33,20,4,5.69,1,1,4,5.69,8,11.37,2,1.42,1.26,5.24,-3.82,429,23,0,3,0,0,0,4,0,0,0,4,0.2,0.407,0.2,0.607
91,"Connor
                                                                        Jackson",Connor Jackson,Alton River Dragons,1.06,Western,South,ALT,Connor Jackson (ALT),So,RHP,53,No,7,0,0,1,0,0,6.33,29,10,14.22,11,9,10,14.22,7,9.95,0.7,12.79,3.16,10.93,1.86,48,209,4,4,0,0,0,7,2,0,1,15,0.345,0.558,0.517,1.075
21,"Bryer
                                                                        Wiley",Bryer Wiley,Burlington Bees,1.081,Western,Northwest,BRL,Bryer Wiley (BRL),Fr,RHP,56,No,2,0,0,0,0,0,6.33,26,6,8.53,7,3,1,1.42,8,11.37,8,4.26,1.11,7.45,-3.19,146,68,0,2,0,0,0,4,0,0,2,12,0.231,0.31,0.462,0.772
3,"Cade
                                                                        Moore",Cade Moore,Dubois County Bombers,0.908,Eastern,Central,DUB,Cade Moore (DUB),So,IF,54,No,5,0,1,0,0,0,6.33,21,2,2.84,0,0,1,1.42,2,2.84,2,0,0.47,4.29,-4.29,1500,0,0,0,0,0,0,2,0,0,0,2,0.095,0.136,0.095,0.232
99,"Casey
                                                                        Perrenoud",Casey Perrenoud,Clinton LumberKings,0.987,Western,Northwest,CLN,Casey Perrenoud (CLN),Sr,RHP,54,No,1,1,0,1,0,0,6.33,25,7,9.95,3,2,1,1.42,7,9.95,7,2.84,1.26,4.77,-1.93,200,50,0,0,0,1,1,4,2,0,1,12,0.28,0.296,0.48,0.776
29,"Charlie
                                                                        Reiss",Charlie Reiss,Springfield Lucky Horseshoes,0.926,Western,Northwest,SPR,Charlie Reiss (SPR),Fr,RHP,55,No,5,0,0,0,0,0,6.33,23,7,9.95,9,4,9,12.8,4,5.68,0.44,5.68,2.53,7.93,-2.25,94,106,0,1,0,1,0,4,3,0,0,10,0.304,0.5,0.435,0.935
99,"Carter
                                                                        McKinney",Carter McKinney,Thrillville Thrillbillies,0.966,Western,South,THR,Carter McKinney (THR),Fr,RHP,54,No,5,0,0,0,0,0,6.33,28,8,11.37,6,2,4,5.69,7,9.95,1.75,2.84,1.89,6.19,-3.35,196,51,0,0,0,1,0,6,1,0,1,12,0.286,0.364,0.429,0.792
98,"Grainger
                                                                        Yurevich",Grainger Yurevich,Alton River Dragons,1.06,Western,South,ALT,Grainger Yurevich (ALT),Fr,RHP,53,No,3,1,1,0,0,0,6,24,7,10.5,6,5,6,9,4,6,0.67,7.5,2.17,6.62,0.88,81,123,1,1,0,0,0,6,1,0,0,8,0.292,0.452,0.333,0.785
99,"Matthew
                                                                        Dinae",Matthew Dinae,Burlington Bees,1.081,Western,Northwest,BRL,Matthew Dinae (BRL),Fr,,56,No,4,0,0,0,0,0,6,26,10,15,6,6,6,9,5,7.5,0.83,9,2.67,5.78,3.22,69,144,2,0,0,0,0,7,3,0,0,13,0.385,0.5,0.5,1
27,"Bryce
                                                                        Lopez",Bryce Lopez,Cape Catfish,1.049,Western,South,CGR,Bryce Lopez (CGR),Fr,LHP,55,No,3,1,0,1,0,0,6,27,11,16.5,10,7,6,9,6,9,1,10.5,2.83,9.12,1.38,57,174,0,3,0,2,0,9,1,0,1,15,0.407,0.526,0.556,1.082
99,"Blake
                                                                        Gaskey",Blake Gaskey,Clinton LumberKings,0.987,Western,Northwest,CLN,Blake Gaskey (CLN),Sr,RHP,54,No,1,1,1,0,0,0,6,23,6,9,2,2,0,0,5,7.5,0,3,1,5.45,-2.45,189,53,0,1,0,0,0,4,0,1,1,11,0.261,0.292,0.478,0.77
19,"Nicholas
                                                                        Currie",Nicholas Currie,Normal CornBelters,0.884,Eastern,Central,NOR,Nicholas Currie (NOR),Fr,RHP,54,No,2,1,0,0,0,0,6,20,4,6,1,1,4,6,6,9,1.5,1.5,1.33,4.45,-2.95,339,29,2,0,1,0,0,3,1,0,0,5,0.2,0.333,0.25,0.583
25,"Ethan
                                                                        McMasters",Ethan McMasters,Normal CornBelters,0.884,Eastern,Central,NOR,Ethan McMasters (NOR),So,RHP,54,No,4,0,0,0,0,0,6,23,6,9,12,12,11,16.5,8,12,0.73,18,2.83,12.12,5.88,28,349,2,1,0,1,0,2,2,0,2,14,0.261,0.5,0.609,1.109
99,"Juan
                                                                        Contreras",Juan Contreras,REX Baseball,1.071,Eastern,Central,TER,Juan Contreras (TER),Fr,RHP,55,No,2,1,1,0,0,0,6,22,6,9,6,6,5,7.5,4,6,0.8,9,1.83,6.12,2.88,68,145,3,1,0,1,0,5,1,0,0,7,0.273,0.414,0.318,0.732
99,"Brandt
                                                                        Munger",Brandt Munger,REX Baseball,1.071,Eastern,Central,TER,Brandt Munger (TER),Fr,RHP,55,No,5,1,1,1,1,0,6,20,3,4.5,3,3,6,9,8,12,1.33,4.5,1.5,6.95,-2.45,137,73,0,0,0,0,0,2,0,0,1,6,0.15,0.346,0.3,0.646
10,"Eli
                                                                        Riley",Eli Riley,REX Baseball,1.071,Eastern,Central,TER,Eli Riley (TER),Jr,C,55,No,1,0,0,0,0,0,6,18,3,4.5,1,0,4,6,3,4.5,0.75,0,1.17,5.95,-5.95,1500,0,0,1,0,1,1,2,1,0,0,4,0.167,0.333,0.222,0.556
99,"Peyton
                                                                        Ring",Peyton Ring,Jackson Rockabillys,0.871,Western,South,JAX,Peyton Ring (JAX),So,LHP,55,No,5,0,0,0,0,0,6,21,4,6,12,12,13,19.5,8,12,0.62,18,2.83,11.28,6.72,28,353,3,6,0,0,0,4,0,0,0,4,0.19,0.575,0.19,0.765
99,"Matthew
                                                                        Derrick",Matthew Derrick,Thrillville Thrillbillies,0.966,Western,South,THR,Matthew Derrick (THR),So,RHP,54,No,3,0,1,0,0,0,6,23,5,7.5,1,1,2,3,6,9,3,1.5,1.17,4.95,-3.45,371,27,0,3,0,0,0,4,1,0,0,6,0.217,0.357,0.261,0.618
30,"Ashton
                                                                        Tindle",Ashton Tindle,Dubois County Bombers,0.908,Eastern,Central,DUB,Ashton Tindle (DUB),So,RHP,54,No,4,0,0,0,0,0,5.67,25,9,14.29,13,11,8,12.7,4,6.35,0.5,17.47,3,7.27,10.2,30,332,1,0,0,2,0,4,3,2,0,16,0.36,0.486,0.64,1.126
43,"Owen
                                                                        Brauch",Owen Brauch,Clinton LumberKings,0.987,Western,Northwest,CLN,Owen Brauch (CLN),Jr,RHP,54,No,3,1,0,1,0,0,5.67,23,6,9.52,4,4,3,4.76,8,12.71,2.67,6.35,1.59,3.75,2.6,89,112,0,1,0,0,0,6,0,0,0,6,0.261,0.37,0.261,0.631
12,"Eric
                                                                        Podgorny",Eric Podgorny,O'Fallon Hoots,1.04,Western,South,OFL,Eric Podgorny (OFL),Fr,RHP,56,No,6,0,0,2,1,0,5.67,20,5,7.94,14,14,16,25.4,8,12.71,0.5,22.24,3.71,12.21,10.03,27,371,6,4,0,1,0,2,3,0,0,8,0.25,0.61,0.4,1.01
99,"Daniel
                                                                        Darin",Daniel Darin,O'Fallon Hoots,1.04,Western,South,OFL,Daniel Darin (OFL),Fr,LHP,56,No,5,0,0,1,0,0,5.67,23,7,11.11,6,6,6,9.52,6,9.53,1,9.53,2.29,6.57,2.96,63,159,0,2,0,0,0,6,1,0,0,8,0.304,0.484,0.348,0.832
30,"Victor
                                                                        Tyo",Victor Tyo,Thrillville Thrillbillies,0.966,Western,South,THR,Victor Tyo (THR),Jr,RHP,54,No,6,0,2,1,1,0,5.67,23,7,11.11,1,1,5,7.94,6,9.53,1.2,1.59,2.12,5.51,-3.92,350,29,0,1,0,0,0,7,0,0,0,7,0.304,0.448,0.304,0.753
20,"Lukas
                                                                        McGill",Lukas McGill,O'Fallon Hoots,1.04,Western,South,OFL,Lukas McGill (OFL),Fr,LHP,56,No,4,1,0,1,0,0,5.33,24,8,13.51,6,6,2,3.38,5,8.44,2.5,10.13,1.88,3.7,6.43,59,169,0,0,1,0,0,3,5,0,0,13,0.333,0.385,0.542,0.926
